id,title,creator,source,media_type,quality_grade,access_status,topics,url
PA-0383,How to do Pixel Art: Drawing (2),Fabraz,YouTube / Lospec curated,video,A,full-caption,轮廓与像素簇 | 调色板与明度 | 工具与导出 | 光照与体积,https://www.youtube.com/watch?v=Bc0SJjpCK9s
PA-0384,How to draw a bird - Step by step pixel art tutorial in Aseprite,Jep Jep,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 场景与透视 | 光照与体积 | 人物与角色,https://www.youtube.com/watch?v=o61i14fB3XU
PA-0385,How To Draw Isometric Pixel Art | Photoshop Tutorial,TipTut,YouTube / Lospec curated,video,A,full-caption,场景与透视 | 工具与导出 | 调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=FVkbMAd_rtU
PA-0386,How To Draw Pixel Art | Tutorial,TipTut,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 人物与角色 | 工具与导出,https://www.youtube.com/watch?v=ED8EGP0ceQk
PA-0387,How to Make an Animated Pixel Art Loop GIF File in Photoshop,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 场景与透视 | 抗锯齿与抖动,https://www.youtube.com/watch?v=QMLyubeYCwM
PA-0388,How to Make Pixel Art / Beginner Photoshop Tutorial / By Nick Casale,Nick Casale,YouTube / Lospec curated,video,A,full-caption,构图与尺度 | 工具与导出 | 人物与角色 | 调色板与明度,https://www.youtube.com/watch?v=ZawqggyANc8
PA-0389,How To Pixel Arl Tutorials [7] - Projectiles (Part 1/3),Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,材质与纹理 | 调色板与明度 | 动画 | 场景与透视,https://www.youtube.com/watch?v=MzpPEMYlNhM
PA-0390,How To Pixel Art Tutorial Part 10: Tile Basics,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,场景与透视 | 图块与地形 | 工具与导出 | 材质与纹理,https://www.youtube.com/watch?v=5zlqZ7x8N5g
PA-0391,How To Pixel Art Tutorial Part 11: Character Design,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 人物与角色 | 调色板与明度 | 轮廓与像素簇,https://www.youtube.com/watch?v=y5JEc-A8PzY
PA-0392,How To Pixel Art Tutorial Part 12: Animation Basics,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,动画 | 人物与角色 | 光照与体积 | 调色板与明度,https://www.youtube.com/watch?v=QVahJxsg0TY
PA-0393,How To Pixel Art Tutorial Part 13: Base Sprite for Animation,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 人物与角色 | 动画 | 轮廓与像素簇,https://www.youtube.com/watch?v=y1wQEDCG-0s
PA-0394,How To Pixel Art Tutorial Part 14: Setting Up Layers,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 人物与角色 | 动画 | 场景与透视,https://www.youtube.com/watch?v=ZgSN0wff5Mw
PA-0395,How To Pixel Art Tutorial Part 15: Idle Animation,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,动画 | 人物与角色 | 工具与导出 | 光照与体积,https://www.youtube.com/watch?v=9sKpG7VMEBQ
PA-0396,How To Pixel Art Tutorial Part 16: Walk Cycle,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,动画 | 人物与角色 | 工具与导出 | 调色板与明度,https://www.youtube.com/watch?v=nQZECTSzaaI
PA-0397,How To Pixel Art Tutorial Part 1: What Programs?,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 光照与体积,https://www.youtube.com/watch?v=wBHZcECS0dk
PA-0398,How To Pixel Art Tutorial Part 2: Basic Heart,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 构图与尺度 | 轮廓与像素簇 | 光照与体积,https://www.youtube.com/watch?v=ZWbEgYD6iWc
PA-0399,How To Pixel Art Tutorial Part 3: Dithering,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 轮廓与像素簇,https://www.youtube.com/watch?v=ATetLq-JR7s
PA-0400,How To Pixel Art Tutorial Part 4: Form,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 人物与角色,https://www.youtube.com/watch?v=QZ0_jDEnqbk
PA-0401,How To Pixel Art Tutorial Part 5: Outlines,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 轮廓与像素簇 | 光照与体积 | 场景与透视,https://www.youtube.com/watch?v=6uN1SIcWkjk
PA-0402,How To Pixel Art Tutorial Part 6: Pixel People,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 调色板与明度 | 光照与体积 | 动画,https://www.youtube.com/watch?v=mHBtnBSNGRM
PA-0403,How To Pixel Art Tutorial Part 7: Sword & Sworcery,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 人物与角色 | 场景与透视,https://www.youtube.com/watch?v=S3qbOZSP-vs
PA-0404,How To Pixel Art Tutorial Part 8: Background,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 场景与透视 | 调色板与明度 | 动画,https://www.youtube.com/watch?v=Q2xORs-ZU3o
PA-0405,How To Pixel Art Tutorial Part 9: Colour & Depth,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 调色板与明度 | 人物与角色 | 工具与导出,https://www.youtube.com/watch?v=UDEQk9QYpaI
PA-0406,How To Pixel Art Tutorials [10] - Outline Basics,Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 场景与透视 | 轮廓与像素簇 | 人物与角色,https://www.youtube.com/watch?v=ngUlmAw7T9s
PA-0407,How To Pixel Art Tutorials [11] - Outlines - Advanced,Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 人物与角色 | 轮廓与像素簇 | 调色板与明度,https://www.youtube.com/watch?v=Nso_fWpeUmI
PA-0408,How To Pixel Art Tutorials [12] - 2&4 Frames Walk/Run Cycle Animations,Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,动画 | 人物与角色 | 构图与尺度,https://www.youtube.com/watch?v=9lemPuqxIug
PA-0409,How To Pixel Art Tutorials [13] - Draw 32x32 Character (Part 1),Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 人物与角色 | 光照与体积 | 场景与透视,https://www.youtube.com/watch?v=ExRm4HvRIHA
PA-0410,How To Pixel Art Tutorials [14] - Draw 32x32 Character (Part 2),Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 光照与体积 | 调色板与明度 | 材质与纹理,https://www.youtube.com/watch?v=b9doLOtPciY
PA-0411,How To Pixel Art Tutorials [15] - 16x16 RPG Character (4 sides),Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 动画 | 调色板与明度,https://www.youtube.com/watch?v=DGhVEZHx8H0
PA-0412,How To Pixel Art Tutorials [16] - Lines / Curves / Jaggies,Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 轮廓与像素簇 | 人物与角色 | 场景与透视,https://www.youtube.com/watch?v=U6X2sFtugT8
PA-0413,How To Pixel Art Tutorials [17] - Walk Cycle (6 & 8 frames),Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,动画 | 人物与角色 | 调色板与明度 | 构图与尺度,https://www.youtube.com/watch?v=5QTCwiJUmmo
PA-0414,How To Pixel Art Tutorials [18] - Water (Simple),Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 场景与透视 | 图块与地形 | 光照与体积,https://www.youtube.com/watch?v=6zF0ub7WqvE
PA-0415,How To Pixel Art Tutorials [1] - What Software / Programs,Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,构图与尺度 | 工具与导出,https://www.youtube.com/watch?v=Mv3EPJjQ6Rc
PA-0416,"How To Pixel Art Tutorials [2] - Hue, Saturation, Value",Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,调色板与明度,https://www.youtube.com/watch?v=AX9pdObMAvk
PA-0417,How To Pixel Art Tutorials [3] - Draw 8x8 Pixel Character,Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 调色板与明度 | 场景与透视 | 工具与导出,https://www.youtube.com/watch?v=m5PHiJjt270
PA-0418,How To Pixel Art Tutorials [4] - Tile Basics,Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,场景与透视 | 图块与地形 | 调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=a0tFzjv06rM
PA-0419,How To Pixel Art Tutorials [5] - Dithering,Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=mj1nWEysUAs
PA-0420,How To Pixel Art Tutorials [6] - Draw 16x16 Character,Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 光照与体积 | 调色板与明度 | 构图与尺度,https://www.youtube.com/watch?v=mZIEEJ7AcGg
PA-0421,How To Pixel Art Tutorials [8] - Projectiles (Part 2/3),Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,动画 | 场景与透视 | 调色板与明度 | 材质与纹理,https://www.youtube.com/watch?v=y6Hkr5GvlEo
PA-0422,How To Pixel Art Tutorials [9] - Projectiles (Part 3/3),Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 动画,https://www.youtube.com/watch?v=lXNGMutr_Qc
PA-0423,How to Rotate Pixel Art for HD: A Photoshop Tutorial by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 动画 | 抗锯齿与抖动 | 人物与角色,https://www.youtube.com/watch?v=X5laVIYE-Ic
PA-0424,How to Upscale Pixel Art in Photoshop,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 抗锯齿与抖动,https://www.youtube.com/watch?v=58TLD2NombU
PA-0425,How to Use the Free Program Piskel to Make Pixel Art and Animation: Basic Tutorial by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 调色板与明度 | 工具与导出 | 构图与尺度,https://www.youtube.com/watch?v=tlpCU871Xyg
PA-0426,Instant Pixel Art with Photoshop and Krita (Indexed Color),IA,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 工具与导出 | 人物与角色 | 光照与体积,https://www.youtube.com/watch?v=MZefUlg0pc4
PA-0427,Intro To Pixel Art: Absolute Beginner (Episode 1),Skelecopter Games,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 调色板与明度 | 轮廓与像素簇 | 光照与体积,https://www.youtube.com/watch?v=WfWUi0BeqXg
PA-0428,Isometric Pixel Art Tutorial | Photoshop CC,Flow Studio,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 场景与透视 | 光照与体积 | 工具与导出,https://www.youtube.com/watch?v=zcD5AljC8x4
PA-0429,Let's Make a Snowfall Pixel Art Animation Loop - Photoshop Tutorial by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 动画 | 场景与透视 | 调色板与明度,https://www.youtube.com/watch?v=9j5fwyqOQc4
PA-0430,Let's Pixel - Mech Soldier,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 场景与透视 | 工具与导出,https://www.youtube.com/watch?v=h0bhGiw49Qo
PA-0431,Let's Pixel - Minotaur,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 轮廓与像素簇 | 人物与角色,https://www.youtube.com/watch?v=h2mR9GhWHtA
PA-0432,Let's Pixel - Platformer Shooter Character,Heartbeast,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 调色板与明度 | 轮廓与像素簇 | 光照与体积,https://www.youtube.com/watch?v=zFu-cXlwgA0
PA-0433,Let's Pixel - Tiger - Learning About Values,Heartbeast,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 人物与角色 | 构图与尺度,https://www.youtube.com/watch?v=CrwmkSC7DTo
PA-0434,OG VIDEO: Basic Pixel Art Tutorial: Zarting Arting,Zartbot,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 光照与体积 | 人物与角色 | 调色板与明度,https://www.youtube.com/watch?v=GECdvBzkaCs
PA-0435,OpenGameArt Pixel Art Tutorial 3: The Basics,OpenGameArt.org,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 调色板与明度 | 工具与导出 | 轮廓与像素簇,https://www.youtube.com/watch?v=EK5VOK9FD_M
PA-0436,OpenGameArt Pixel Art Tutorial Part 1: Choosing an Editor,OpenGameArt.org,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 调色板与明度 | 人物与角色,https://www.youtube.com/watch?v=gNMPoZzWIAM
PA-0437,OpenGameArt Pixel Art Tutorial Part 2: Configuring Krita for Pixel Art,OpenGameArt.org,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 工具与导出 | 轮廓与像素簇 | 抗锯齿与抖动,https://www.youtube.com/watch?v=tOqdE4JJOjU
PA-0438,paint tool SAI -- pixel art tutorial -- UPDATED,hope Bilyea,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 调色板与明度 | 人物与角色 | 构图与尺度,https://www.youtube.com/watch?v=TFT7QWNsn2Y
PA-0439,PHA ProTips - Pixel Characters in Photoshop,Powerhouse Animation Studios,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 人物与角色 | 工具与导出 | 轮廓与像素簇,https://www.youtube.com/watch?v=33-Zv-Nt80I
PA-0440,Photoshop Tutorial: Managing the Canvas by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 构图与尺度 | 工具与导出 | 场景与透视,https://www.youtube.com/watch?v=f-tpMOeLvbw
PA-0441,Picking Strong Colors with Hue Shifting,GDQuest,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 场景与透视 | 人物与角色,https://www.youtube.com/watch?v=RL_5va7jEx8
PA-0442,Piskel - How to Make Pixel Art Tutorial Video,Skylent Games,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 人物与角色 | 调色板与明度 | 场景与透视,https://www.youtube.com/watch?v=z2m7-4WXccc
PA-0443,Pixel Art - Photoshop Tutorial,Brackeys,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 调色板与明度 | 场景与透视 | 构图与尺度,https://www.youtube.com/watch?v=hFZBUWHVSrM
PA-0444,Pixel Art Animated Torch Tutorial by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 场景与透视,https://www.youtube.com/watch?v=LJ5OY_rfrvU
PA-0445,Pixel Art Animation Basics in Photoshop Tutorial Part 4: How to Export to a Movie File,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 构图与尺度,https://www.youtube.com/watch?v=YccrLfemNOE
PA-0446,Pixel Art Animation Basics Tutorial Part 3: Looping,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出,https://www.youtube.com/watch?v=VgIPPjza8RQ
PA-0447,Pixel Art Animation in Photoshop Tutorial Part 1: Basics by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 场景与透视 | 工具与导出,https://www.youtube.com/watch?v=5AMo2ciBN_w
PA-0448,Pixel Art Animation in Photoshop Tutorial Part 2: Moving Layers by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出,https://www.youtube.com/watch?v=a8_bwy9Xpf8
PA-0449,Pixel Art Basic Animation in Photoshop Tutorial Part 6: Moving Parts by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 人物与角色,https://www.youtube.com/watch?v=rztFGF1i_bs
PA-0450,Pixel Art Basics in Photoshop Part 1: Drawing by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 调色板与明度 | 光照与体积 | 场景与透视,https://www.youtube.com/watch?v=TwHW8HIrV5A
PA-0451,Pixel Art Basics in Photoshop Part 2: Colors and Lighting by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 工具与导出 | 场景与透视,https://www.youtube.com/watch?v=4LwH_pRbAtU
PA-0452,Pixel Art Basics in Photoshop Tutorial Part 3 Layers by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 场景与透视 | 人物与角色 | 构图与尺度,https://www.youtube.com/watch?v=Xi4N21cLCs4
PA-0453,Pixel Art Basics Tutorial Part 4: Isometric Shapes by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,场景与透视 | 构图与尺度 | 动画 | 工具与导出,https://www.youtube.com/watch?v=iOdxrO-xEYE
PA-0454,Pixel Art Basics Tutorial Part 5: Outlines by PXLFLX,PXLFLX,YouTube / Lospec curated,video,A,full-caption,轮廓与像素簇 | 人物与角色,https://www.youtube.com/watch?v=_ZCW4gWqIvk
PA-0455,PIXEL ART in Photoshop (Tutorial),Brackeys,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 工具与导出 | 构图与尺度 | 场景与透视,https://www.youtube.com/watch?v=rLdA4Amea7Y
PA-0456,Pixel Art Tips #10: Pillow-shading,SolarLune,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 人物与角色 | 调色板与明度,https://www.youtube.com/watch?v=FY-XtO3s-RQ
PA-0457,Pixel Art Tips #11 - Attention to Detail,SolarLune,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 调色板与明度 | 光照与体积 | 材质与纹理,https://www.youtube.com/watch?v=D2uaPFMdMzE
PA-0458,Pixel Art Tips #7 - Outlines,SolarLune,YouTube / Lospec curated,video,A,full-caption,轮廓与像素簇 | 调色板与明度 | 人物与角色 | 构图与尺度,https://www.youtube.com/watch?v=4BSBb6YLe6M
PA-0459,Pixel Art Tips #9: Basic Anti-aliasing,SolarLune,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 人物与角色 | 场景与透视 | 轮廓与像素簇,https://www.youtube.com/watch?v=Uq0f1nGMnx0
PA-0460,Pixel Art Tutorial #8 - Using Palettes In GIMP,SolarLune,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 人物与角色 | 光照与体积 | 构图与尺度,https://www.youtube.com/watch?v=1tAnS6eOvPs
PA-0461,Pixel Art Tutorial - Creating your first level tiles in Photoshop,Overbound,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 场景与透视 | 工具与导出,https://www.youtube.com/watch?v=cXa0x9no72E
PA-0462,Pixel Art Tutorial - Curved Metal Platforms in Photoshop,Overbound,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 场景与透视 | 轮廓与像素簇 | 材质与纹理,https://www.youtube.com/watch?v=WnfJGeWTyhs
PA-0463,Pixel Art Tutorial - Grass Hills and Grass Slopes Easy in Photoshop,Overbound,YouTube / Lospec curated,video,A,full-caption,场景与透视 | 抗锯齿与抖动 | 工具与导出 | 轮廓与像素簇,https://www.youtube.com/watch?v=bY287jJcgeM
PA-0464,"Pixel Art Tutorial - Grids, Measuring and Moving Pixels in Photoshop",Overbound,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 抗锯齿与抖动 | 工具与导出,https://www.youtube.com/watch?v=aBoWASqb1Uw
PA-0465,Pixel Art Tutorial - How to make City Building background tiles,Overbound,YouTube / Lospec curated,video,A,full-caption,场景与透视 | 调色板与明度 | 光照与体积 | 工具与导出,https://www.youtube.com/watch?v=QCoeb5KrCsQ
PA-0466,Pixel Art Tutorial - How to make Metallic Platform Tiles in Photoshop,Overbound,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 图块与地形 | 材质与纹理,https://www.youtube.com/watch?v=vK4pLJZfo_E
PA-0467,Pixel Art Tutorial - Paint & Color Tools in Photoshop,Overbound,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 工具与导出 | 场景与透视 | 光照与体积,https://www.youtube.com/watch?v=2wYoQzoC9tg
PA-0468,Pixel Art Tutorial - Turn Photos into Pixel Art in Photoshop,Overbound,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 场景与透视 | 工具与导出 | 抗锯齿与抖动,https://www.youtube.com/watch?v=FcMPkuzZlVw
PA-0469,Pixel Art Tutorial 1 - Torch,SolarLune,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 场景与透视,https://www.youtube.com/watch?v=RLvDDZnccQE
PA-0470,Pixel Art Tutorial 2 - Perspective,SolarLune,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 场景与透视 | 人物与角色 | 调色板与明度,https://www.youtube.com/watch?v=k7iclUKhccI
PA-0471,Pixel Art Tutorial 6 - Hue Shifting and Saturation Shading,SolarLune,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 光照与体积 | 场景与透视 | 工具与导出,https://www.youtube.com/watch?v=yRCTL0PA4X0
PA-0472,Pixel Art Tutorial Series - Part 3 - Light and Shadows,SolarLune,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 场景与透视 | 调色板与明度 | 人物与角色,https://www.youtube.com/watch?v=lWH8-weFsbA
PA-0473,Pixel Art Tutorial Series - Part 5: Simple Animation - Run Cycle,SolarLune,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 调色板与明度 | 人物与角色,https://www.youtube.com/watch?v=g5eAQK42ezs
PA-0474,Pixel Art Tutorial Series Part 4: Color Contrast,SolarLune,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 调色板与明度 | 轮廓与像素簇 | 光照与体积,https://www.youtube.com/watch?v=1wsxDtBSvt8
PA-0475,Pixel Art Tutorial~,LeslieLu Marie,YouTube / Lospec curated,video,A,full-caption,轮廓与像素簇 | 人物与角色 | 调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=9mvwBzJkNio
PA-0476,"Pixel Art/Sprite Tutorial -  Crack Ground Animation, Lava in Photoshop",Overbound,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 动画 | 材质与纹理 | 调色板与明度,https://www.youtube.com/watch?v=I2DbEbGWq_k
PA-0477,Pixel Game Art Animated Background Tutorial in Photoshop,Jaysen Batchelor,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 调色板与明度 | 场景与透视 | 工具与导出,https://www.youtube.com/watch?v=1SSU1S8qxkM
PA-0478,Pixel Game Art Design in Photoshop: Character animation & background tutorial,Jaysen Batchelor,YouTube / Lospec curated,video,A,full-caption,动画 | 工具与导出 | 调色板与明度 | 人物与角色,https://www.youtube.com/watch?v=0EDnAdJZNXA
PA-0479,Pixelart tutorial: soil and rock,Michel Mohr,YouTube / Lospec curated,video,A,full-caption,场景与透视 | 调色板与明度 | 材质与纹理 | 光照与体积,https://www.youtube.com/watch?v=-OL1snU11Cs
PA-0480,Playcrafting: Pixel Art Class by Fabraz,Fabraz,YouTube / Lospec curated,video,A,full-caption,动画 | 光照与体积 | 工具与导出 | 调色板与明度,https://www.youtube.com/watch?v=M5BnMaamj2k
PA-0481,Pyxel Edit Tutorial Part 1/3: Basics,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 构图与尺度 | 场景与透视 | 工具与导出,https://www.youtube.com/watch?v=7iHm0QZIDWY
PA-0482,Pyxel Edit Tutorial Part 2/3: Tiling,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,图块与地形 | 工具与导出 | 光照与体积 | 场景与透视,https://www.youtube.com/watch?v=T-BFtcfzofg
PA-0483,Pyxel Edit Tutorial Part 3/3: Animation,Christopher Yabsley,YouTube / Lospec curated,video,A,full-caption,动画 | 图块与地形 | 工具与导出 | 调色板与明度,https://www.youtube.com/watch?v=gSxPk1-dsd8
PA-0484,Retronator advanced pixel art tip: Quick dithering,Retronator,YouTube / Lospec curated,video,A,full-caption,工具与导出 | 调色板与明度 | 光照与体积 | 构图与尺度,https://www.youtube.com/watch?v=51f1m_cj7aA
PA-0485,Retronator Pixel Art Paintover — Episode 1,Retronator,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 调色板与明度 | 材质与纹理 | 轮廓与像素簇,https://www.youtube.com/watch?v=To5mxZ--UZo
PA-0486,Rotoscoping and pixel art - Tutorial,Armitage Games,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 动画 | 工具与导出 | 调色板与明度,https://www.youtube.com/watch?v=-jvXJs97bPo
PA-0487,Spriting Process - 6-21-14,SolarLune,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 调色板与明度 | 光照与体积 | 动画,https://www.youtube.com/watch?v=8lxCdeL1--4
PA-0488,STARBOUND Character Tutorial + FREE Templates,Dual Core Studio,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 调色板与明度 | 人物与角色,https://www.youtube.com/watch?v=gU0L4P7kXcE
PA-0489,Stardew Valley EARTH DAY! Tree Tutorial,Designs,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 场景与透视 | 调色板与明度 | 工具与导出,https://www.youtube.com/watch?v=MZzwXJ7-KyM
PA-0490,TILESET in Photoshop (Tutorial),Brackeys,YouTube / Lospec curated,video,A,full-caption,图块与地形 | 工具与导出 | 场景与透视 | 光照与体积,https://www.youtube.com/watch?v=aaEEujLtsr8
PA-0491,TODOS los PIXEL ART se mejoran con LEGIBILIDAD | Curso DEFINITIVO de Pixel Art,Toronja GB,YouTube,video,B,full-caption,轮廓与像素簇 | 调色板与明度 | 光照与体积 | 构图与尺度,https://www.youtube.com/watch?v=6OlPVIRgLko
PA-0492,Tutorial: How-to Make Pixel Art in Photoshop,Matt Borchert,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 工具与导出 | 构图与尺度 | 抗锯齿与抖动,https://www.youtube.com/watch?v=uyRCxhgyNuE
PA-0493,Tutorial: Pixel art tile floor,Michel Mohr,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 图块与地形 | 材质与纹理 | 调色板与明度,https://www.youtube.com/watch?v=h2bTSCIxRWk
PA-0494,Tutorial: Pixel art transition tiles & materials,Michel Mohr,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 调色板与明度 | 工具与导出 | 材质与纹理,https://www.youtube.com/watch?v=tFguVDoWowc
PA-0495,Tutorial: Pixel art wall texture,Michel Mohr,YouTube / Lospec curated,video,A,full-caption,光照与体积 | 材质与纹理 | 调色板与明度 | 轮廓与像素簇,https://www.youtube.com/watch?v=pTqPZutyQKQ
PA-0496,Tutorial: Pixel art wood floor texture,Michel Mohr,YouTube / Lospec curated,video,A,full-caption,材质与纹理 | 光照与体积 | 调色板与明度 | 图块与地形,https://www.youtube.com/watch?v=9pfRfnfZnJA
PA-0497,Video Game Pixel Art Character DesignTutorial: Learn how to create a pixel character in Piskel,Jaysen Batchelor,YouTube / Lospec curated,video,A,full-caption,调色板与明度 | 人物与角色 | 工具与导出 | 光照与体积,https://www.youtube.com/watch?v=N0TAOUe6fG4
PA-0498,What SIze To Make PixelArt (Pixelart Tutorial for beginners),MortMort,YouTube / Lospec curated,video,A,full-caption,人物与角色 | 构图与尺度 | 场景与透视 | 光照与体积,https://www.youtube.com/watch?v=AXb-VBZTKDA
PA-0499,¿Qué son los CLUSTERS? | Pixel art en español,Toronja GB,YouTube,video,B,full-caption,调色板与明度 | 光照与体积,https://www.youtube.com/watch?v=R5b27t8UPjU
PA-0500,“How do you start Pixel Art?”…Here’s what I did!,Brandon James Greer,YouTube,video,B,full-caption,人物与角色 | 调色板与明度 | 构图与尺度 | 场景与透视,https://www.youtube.com/watch?v=WUlgvNe4BLU
PA-0501,◼️ How to create cool pixelated effects - Quick & Easy (Illustrator & Photoshop Tutorial),Elbert Tiao,YouTube,video,B,full-caption,调色板与明度 | 场景与透视 | 构图与尺度 | 人物与角色,https://www.youtube.com/watch?v=X10MYjBh08Q
